Jahr	Sehr zufrieden	Eher zufrieden	Eher unzufrieden	Sehr unzufrieden	keine Angaben	n
2009	1.92926045016	4.715969989281	30.439442658092	58.520900321543	4.394426580921	933
2013	45.898700134468	28.059166293142	4.482294935006	1.075750784401	20.48408785298	2231
