Jahr	Innenstadt	Am Ring West	St. Alban Breite	St. Johann	Gundeldingen	Bruderholz	Unteress Kleinbasel	Oberes Kleinbasel	Riehen Bettingen	Basel-Stadt
2009	60.56338028169	90.90909090909	88.745980707395	83.003952569169	73.725490196078	93.333333333333	63.793103448275	84.046692607003	96.359743040685	84.579439252336
2013	64.0625	91.335740072202	90.776699029126	93.333333333333	72.31638418079	93.75	65.878378378378	92.513368983957	96.960486322188	86.716209939619
