Jahr	Erhöhen	Beibehalten	Senken	keine Angaben
2005 (N=1510)	27.814569536423	39.072847682119	18.741721854304	5.165562913907
2007 (N=1509)	20.54340622929	41.351888667992	22.531477799867	6.096752816434
2011 (N=1516)	35.09234828496	37.335092348284	15.963060686015	3.496042216358
2015 (N=1506)	32.602921646746	43.758300132802	13.545816733067	4.714475431606
