Jahr	Innenstadt	Am Ring	St. Alban	St. Johann	Gundeldingen	Bruderholz	Unteres	Oberes	Riehen-Bettingen	Basel-Stadt
2009	58.108108108108	87.54623921085	86.792452830188	78.358208955223	71.755725190839	91.919191919191	58.202247191011	81.203007518796	94.339622641509	81.243988457839
2013	63.076923076923	88.461538461538	88.625592417061	88.349514563106	69.189189189189	92.465753424657	61.514195583596	90.104166666666	95.223880597014	83.684446436575
