Jahr	Erhöhen	Beibehalten	Senken	keine Angaben
2005 (N=1510)	25.430463576158	32.185430463576	24.437086092715	2.384105960264
2007 (N=1509)	21.736249171636	35.917826375082	25.513585155732	3.976143141153
2011 (N=1516)	23.548812664907	29.551451187335	23.812664907651	1.64907651715
2015 (N=1506)	15.405046480743	31.341301460823	28.950863213811	4.581673306772
