Jahr	Innenstadt	Am Ring	St. Alban Breite	St. Johann	Gundeldingen	Bruderholz	Unteres Kleinbasel	Oberes Kleinbasel	Riehen Bettingen	Basel-Stadt
2003	64.788732394366	58.312020460358	49.659863945578	46.846846846846	50	65.116279069767	55.113636363636	61.15107913669	71.428571428571	58.456375838926
2005	58.510638297872	54.298642533936	64.429530201342	50.434782608695	50.40650406504	63.736263736263	53.591160220994	59.649122807017	64.97461928934	57.237715803452
2007	50.617283950617	51.604938271604	53.416149068322	52.252252252252	61.71875	52.87356321839	44.041450777202	40.441176470588	56.372549019607	51.394422310756
2011	68.65671641791	73.563218390804	71.345029239766	68.627450980392	66.666666666666	84.375	63.186813186813	74.774774774774	88.646288209606	74.025115664243
2015	86.95652173913	78.985507246376	79.012345679012	70	82.926829268292	79.816513761467	76.510067114093	81.395348837209	89.130434782608	80.531561461794
