Jahr	ja	nein	Anz weiss nicht/Keine Angabe
2003 (N=1497)	0.086172344689	0.911823647294	3
2005 (N=1510)	0.090066225165	0.9059602649	6
2007 (N=1509)	0.073558648111	0.925115970841	2
2011 (N=1516)	0.075857519788	0.924142480211	0
2015 (N=1506)	0.062416998671	0.936918990703	1
