 Herkunftsland		Anzahl
 Deutschland	381
 Frankreich	51
 Italien	203
 Portugal	150
 Spanien	121
 Vereinigtes Königreich	40
 EU-Länder ab 2004	206
 übrige EU/EFTA Länder	78
