Jahr	Sehr gerne	Eher gerne	Eher ungern	Ganz ungern	keine Angaben
2003 (N=1497)	64.595858383433	31.195724782899	3.406813627254	0.601202404809	0.200400801603
2005 (N=1510)	62.384105960264	33.64238410596	3.178807947019	0.728476821192	0.066225165562
2007 (N=1509)	63.552021206096	32.140490390987	3.512259774685	0.463883366467	0.331345261762
2011 (N=1516)	75.527704485488	22.493403693931	1.253298153034	0.593667546174	0.131926121372
2015 (N=1506)	71.713147410358	25.166002656042	1.992031872509	0.730411686586	0.398406374501
