Jahr	Innenstadt	Am Ring West	St. Alban Breite	St. Johann	Gundeldingen	Bruderholz	Unteress Kleinbasel	Oberes Kleinbasel	Riehen Bettingen	Basel-Stadt
2003	81.666666666666	87.031700288184	82.4	84.375	80.672268907563	80.76923076923	79.354838709677	92.5	85.446009389671	84.539223153084
2005	81.818181818181	88.471177944862	85.496183206106	72.380952380952	85.964912280701	81.176470588235	72.35294117647	82.142857142857	80.54054054054	82.361411087113
2007	89.0625	87.465940054495	86.330935251798	73.267326732673	91.379310344827	82.926829268292	78.453038674033	90.756302521008	88.709677419354	85.682656826568
2011	74.603174603174	91.293532338308	87.662337662337	90.721649484536	88.495575221238	87.35632183908	86.046511627906	93.333333333333	89.767441860465	88.920454545454
2015	90	90.858725761772	91.970802919708	88.392857142857	89.814814814814	90.90909090909	86.330935251798	92.372881355932	93.896713615023	90.794357832219
