Publikationsjahr	1 Zimmer	2 Zimmer	3 Zimmer	4 Zimmer	5 Zimmer	6 Zimmer u.m.		
2013: neuerstellt	38.9	57.8	102.3	134.7	155.9	197.2
2013: alle	33.8	55.1	74.8	99.8	129.5	177.5	
.			
2014: neuerstellt	39.9	66.6	103.4	129.9	197.2	237.5	
2014: alle	34.0	55.1	75.0	100.0	129.6	177.5	
..		
2015: neuerstellt	53.3	56.8	80.4	110.6	159.3	198.4	
2015: alle	34.1	55.2	75.0	100.1	129.9	177.6
...			
2016: neuerstellt	63.8	64.1	90.4	116.4	165.3	192.9	
2016: alle	34.1	55.2	75.1	100.3	129.9	177.5	
....			
2017: neuerstellt	38.8	61.3	90.1	110.9	134.9	200.8	
2017: alle	34.1	55.2	75.1	100.3	129.9	177.4	
.....			
2018: neuerstellt	47.4	67.5	88.4	111.0	139.1	206.2	
2018: alle	34.1	55.3	75.2	100.5	129.9	177.5
......			
2019: neuerstellt	68.6	64.3	88.5	112.3	136.6	166.4	
2019: alle	34.4	55.5	75.3	100.6	130.1	177.5	
.......		
2020: neuerstellt	41.1	54.8	81.8	111.3	151.6	194.0	
2020: alle	34.5	55.5	75.4	100.8	130.4	177.5
........		
2021: neuerstellt	37.2	59.7	85.9	109.6	138.8	175.5	
2021: alle	34.6	55.6	75.5	100.9	130.5	177.6

