Jahr	Altersquote	20-64 Jährige	0 -19 jährige
2006	31.900138696255	721	230
2006	2.075624943597	11081	230
2006	4.940923737916	4655	230
2006	14.110429447852	1630	230
2006	2.038826345182	11281	230
2006	9.289176090468	2476	230
2006	4.928219412899	4667	230
2006	15.21164021164	1512	230
2006	7.50897812602	3063	230
2006	3.453453453453	6660	230
2006	4.419677171406	5204	230
2006	1.797296241306	12797	230
2006	7.016473459426	3278	230
2006	10.957834461218	7684	842
2006	20.191846522781	4170	842
2006	8.506769044251	9898	842
2006	7.177563720057	11731	842
2006	14.968888888888	5625	842
2006	17.941615171532	4693	842
2006	54.996734160679	1531	842
2006	24.146831086894	3487	842
2006	116.782246879334	721	842
2006	7.59859218482	11081	842
2006	18.088077336197	4655	842
2006	51.656441717791	1630	842
2006	7.46387731584	11281	842
2006	34.006462035541	2476	842
2006	18.041568459395	4667	842
2006	55.68783068783	1512	842
2006	27.48938948743	3063	842
2006	12.642642642642	6660	842
2006	16.179861644888	5204	842
2006	6.579667109478	12797	842
2006	25.686394142769	3278	842
2006	52.381572097865	7684	4025
2006	96.52278177458	4170	4025
2006	40.66478076379	9898	4025
2006	34.310800443269	11731	4025
2006	71.555555555555	5625	4025
2006	85.766034519497	4693	4025
2006	262.900065316786	1531	4025
2006	115.428735302552	3487	4025
2006	558.252427184466	721	4025
2006	36.32343651295	11081	4025
2006	86.466165413533	4655	4025
2006	246.932515337423	1630	4025
2006	35.679461040687	11281	4025
2006	162.560581583198	2476	4025
2006	86.243839725733	4667	4025
2006	266.203703703703	1512	4025
2006	131.407117205354	3063	4025
2006	60.435435435435	6660	4025
2006	77.344350499615	5204	4025
2006	31.452684222864	12797	4025
2006	122.788285539963	3278	4025
2006	3.097345132743	7684	238
2006	5.707434052757	4170	238
2006	2.404526166902	9898	238
2006	2.028812547949	11731	238
2006	4.231111111111	5625	238
2006	5.071382910718	4693	238
2006	15.545395166557	1531	238
2006	6.825351304846	3487	238
2006	33.009708737864	721	238
2006	2.147820593809	11081	238
2006	5.112781954887	4655	238
2006	14.601226993865	1630	238
2006	2.109742044145	11281	238
2006	9.612277867528	2476	238
2006	5.099635740304	4667	238
2006	15.74074074074	1512	238
2006	7.770159973881	3063	238
2006	3.573573573573	6660	238
2006	4.57340507302	5204	238
2006	1.859810893178	12797	238
2006	7.260524710189	3278	238
2007	3.451914380464	6634	229
2007	4.379422451711	5229	229
2007	4.048797736916	5656	229
2007	1.774231037421	12907	229
2007	15.085638998682	1518	229
2007	2.936650423185	7798	229
2007	5.01423253777	4567	229
2007	2.041544084871	11217	229
2007	14.241293532338	1608	229
2007	15.185676392572	1508	229
2007	8.948808128175	2559	229
2007	6.554092730394	3494	229
2007	32.761087267525	699	229
2007	6.839904420549	3348	229
2007	4.942801640405	4633	229
2007	2.286113606868	10017	229
2007	7.585293143424	3019	229
2007	4.818009678098	4753	229
2007	5.458879618593	4195	229
2007	2.041544084871	11217	229
2007	1.959777492511	11685	229
2007	60.807958999095	6634	4034
2007	77.146681965959	5229	4034
2007	71.322489391796	5656	4034
2007	31.254358100255	12907	4034
2007	265.744400527009	1518	4034
2007	51.731213131572	7798	4034
2007	88.329319027808	4567	4034
2007	35.963270036551	11217	4034
2007	250.870646766169	1608	4034
2007	267.506631299734	1508	4034
2007	157.639703008987	2559	4034
2007	115.455065827132	3494	4034
2007	577.110157367668	699	4034
2007	120.489844683393	3348	4034
2007	87.071012303043	4633	4034
2007	40.271538384745	10017	4034
2007	133.62040410732	3019	4034
2007	84.872711971386	4753	4034
2007	96.162097735399	4195	4034
2007	35.963270036551	11217	4034
2007	34.522892597347	11685	4034
2007	40.23213747362	6634	2669
2007	51.042264295276	5229	2669
2007	47.188826025459	5656	2669
2007	20.678701479817	12907	2669
2007	175.823451910408	1518	2669
2007	34.226724801231	7798	2669
2007	58.44098970878	4567	2669
2007	23.794240884371	11217	2669
2007	165.982587064676	1608	2669
2007	176.989389920424	1508	2669
2007	104.298554122704	2559	2669
2007	76.388093875214	3494	2669
2007	381.831187410586	699	2669
2007	79.719235364396	3348	2669
2007	57.608461040362	4633	2669
2007	26.644704003194	10017	2669
2007	88.406757204372	3019	2669
2007	56.15400799495	4753	2669
2007	63.623361144219	4195	2669
2007	23.794240884371	11217	2669
2007	22.841249465126	11685	2669
2007	7.160084413626	6634	475
2007	9.083954867087	5229	475
2007	8.398161244695	5656	475
2007	3.680173549236	12907	475
2007	31.29117259552	1518	475
2007	6.091305462939	7798	475
2007	10.400700678782	4567	475
2007	4.234643844165	11217	475
2007	29.539800995024	1608	475
2007	31.498673740053	1508	475
2007	18.561938257131	2559	475
2007	13.594733829421	3494	475
2007	67.954220314735	699	475
2007	14.187574671445	3348	475
2007	10.25253615368	4633	475
2007	4.741938704202	10017	475
2007	15.733686651209	3019	475
2007	9.993688196928	4753	475
2007	11.323003575685	4195	475
2007	4.234643844165	11217	475
2007	4.065040650406	11685	475
2007	22.761531504371	6634	1510
2007	28.877414419583	5229	1510
2007	26.697312588401	5656	1510
2007	11.699078019679	12907	1510
2007	99.472990777338	1518	1510
2007	19.363939471659	7798	1510
2007	33.06328005255	4567	1510
2007	13.461709904609	11217	1510
2007	93.905472636815	1608	1510
2007	100.132625994694	1508	1510
2007	59.007424775302	2559	1510
2007	43.216943331425	3494	1510
2007	216.022889842632	699	1510
2007	45.101553166069	3348	1510
2007	32.592272825383	4633	1510
2007	15.074373564939	10017	1510
2007	50.016561775422	3019	1510
2007	31.769408794445	4753	1510
2007	35.995232419547	4195	1510
2007	13.461709904609	11217	1510
2007	12.922550278134	11685	1510
2007	21.284293035875	6634	1412
2007	27.003251099636	5229	1412
2007	24.964639321074	5656	1412
2007	10.939800108468	12907	1412
2007	93.017127799736	1518	1412
2007	18.107206976147	7798	1412
2007	30.917451280928	4567	1412
2007	12.58803601676	11217	1412
2007	87.810945273631	1608	1412
2007	93.633952254641	1508	1412
2007	55.17780382962	2559	1412
2007	40.412135088723	3494	1412
2007	202.002861230329	699	1412
2007	42.174432497013	3348	1412
2007	30.477012734729	4633	1412
2007	14.096036737546	10017	1412
2007	46.770453792646	3019	1412
2007	29.707553124342	4753	1412
2007	33.659117997616	4195	1412
2007	12.58803601676	11217	1412
2007	12.083868207103	11685	1412
2007	38.242387699728	6634	2537
2007	48.517881048001	5229	2537
2007	44.855021216407	5656	2537
2007	19.656000619818	12907	2537
2007	167.127799736495	1518	2537
2007	32.533983072582	7798	2537
2007	55.550689730676	4567	2537
2007	22.617455647677	11217	2537
2007	157.773631840796	1608	2537
2007	168.236074270557	1508	2537
2007	99.140289175459	2559	2537
2007	72.610188895248	3494	2537
2007	362.947067238912	699	2537
2007	75.776583034647	3348	2537
2007	54.759335203971	4633	2537
2007	25.326944194868	10017	2537
2007	84.034448492878	3019	2537
2007	53.376814643383	4753	2537
2007	60.476758045292	4195	2537
2007	22.617455647677	11217	2537
2007	21.711596063329	11685	2537
2007	13.551401869158	6634	899
2007	17.192579843182	5229	899
2007	15.894625176803	5656	899
2007	6.965212675292	12907	899
2007	59.222661396574	1518	899
2007	11.528597076173	7798	899
2007	19.684694547843	4567	899
2007	8.014620665061	11217	899
2007	55.907960199004	1608	899
2007	59.615384615384	1508	899
2007	35.130910511918	2559	899
2007	25.729822552947	3494	899
2007	128.612303290414	699	899
2007	26.851851851851	3348	899
2007	19.404273688754	4633	899
2007	8.974742937007	10017	899
2007	29.77807220934	3019	899
2007	18.91436987166	4753	899
2007	21.430274135876	4195	899
2007	8.014620665061	11217	899
2007	7.693624304664	11685	899
2007	15.058788061501	6634	999
2007	19.104991394148	5229	999
2007	17.662659123055	5656	999
2007	7.739986054079	12907	999
2007	65.810276679841	1518	999
2007	12.810977173634	7798	999
2007	21.874315743376	4567	999
2007	8.906124632254	11217	999
2007	62.126865671641	1608	999
2007	66.246684350132	1508	999
2007	39.038686987104	2559	999
2007	28.591871780194	3494	999
2007	142.918454935622	699	999
2007	29.838709677419	3348	999
2007	21.562702352687	4633	999
2007	9.973045822102	10017	999
2007	33.090427293805	3019	999
2007	21.018304228908	4753	999
2007	23.814064362336	4195	999
2007	8.906124632254	11217	999
2007	8.549422336328	11685	999
2007	2.607778112752	6634	173
2007	3.30847198317	5229	173
2007	3.058698727015	5656	173
2007	1.3403579453	12907	173
2007	11.396574440052	1518	173
2007	2.218517568607	7798	173
2007	3.788044668272	4567	173
2007	1.542301863243	11217	173
2007	10.758706467661	1608	173
2007	11.472148541114	1508	173
2007	6.760453302071	2559	173
2007	4.951345163136	3494	173
2007	24.749642346208	699	173
2007	5.167264038231	3348	173
2007	3.734081588603	4633	173
2007	1.727063991214	10017	173
2007	5.730374296124	3019	173
2007	3.639806438039	4753	173
2007	4.123957091775	4195	173
2007	1.542301863243	11217	173
2007	1.480530594779	11685	173
2007	34.473922218872	6634	2287
2007	43.736852170587	5229	2287
2007	40.434936350777	5656	2287
2007	17.719067172851	12907	2287
2007	150.658761528326	1518	2287
2007	29.32803282893	7798	2287
2007	50.076636741843	4567	2287
2007	20.388695729695	11217	2287
2007	142.226368159203	1608	2287
2007	151.657824933687	1508	2287
2007	89.370847987495	2559	2287
2007	65.455065827132	3494	2287
2007	327.181688125894	699	2287
2007	68.309438470728	3348	2287
2007	49.363263544139	4633	2287
2007	22.83118698213	10017	2287
2007	75.753560781715	3019	2287
2007	48.116978750262	4753	2287
2007	54.517282479141	4195	2287
2007	20.388695729695	11217	2287
2007	19.572100984167	11685	2287
2007	47.84443774495	6634	3174
2007	60.699942627653	5229	3174
2007	56.117397454031	5656	3174
2007	24.59130704269	12907	3174
2007	209.090909090909	1518	3174
2007	40.702744293408	7798	3174
2007	69.498576746222	4567	3174
2007	28.296335918694	11217	3174
2007	197.388059701492	1608	3174
2007	210.477453580901	1508	3174
2007	124.032825322391	2559	3174
2007	90.84144247281	3494	3174
2007	454.077253218884	699	3174
2007	94.802867383512	3348	3174
2007	68.508525793222	4633	3174
2007	31.686133572926	10017	3174
2007	105.13415038092	3019	3174
2007	66.778876499053	4753	3174
2007	75.661501787842	4195	3174
2007	28.296335918694	11217	3174
2007	27.163029525032	11685	3174
2007	3.271028037383	6634	217
2007	4.149933065595	5229	217
2007	3.836633663366	5656	217
2007	1.681258231967	12907	217
2007	14.29512516469	1518	217
2007	2.78276481149	7798	217
2007	4.751477994306	4567	217
2007	1.934563608808	11217	217
2007	13.495024875621	1608	217
2007	14.389920424403	1508	217
2007	8.479874951152	2559	217
2007	6.210646823125	3494	217
2007	31.0443490701	699	217
2007	6.481481481481	3348	217
2007	4.683790200733	4633	217
2007	2.166317260656	10017	217
2007	7.187810533289	3019	217
2007	4.565537555228	4753	217
2007	5.172824791418	4195	217
2007	1.934563608808	11217	217
2007	1.857081728712	11685	217
2007	7.446487790171	6634	494
2007	9.44731306177	5229	494
2007	8.734087694483	5656	494
2007	3.827380491206	12907	494
2007	32.542819499341	1518	494
2007	6.334957681456	7798	494
2007	10.816728705933	4567	494
2007	4.404029597931	11217	494
2007	30.721393034825	1608	494
2007	32.758620689655	1508	494
2007	19.304415787416	2559	494
2007	14.138523182598	3494	494
2007	70.672389127324	699	494
2007	14.755077658303	3348	494
2007	10.662637599827	4633	494
2007	4.93161625237	10017	494
2007	16.363034117257	3019	494
2007	10.393435724805	4753	494
2007	11.775923718712	4195	494
2007	4.404029597931	11217	494
2007	4.227642276422	11685	494
2007	11.908350919505	6634	790
2007	15.108051252629	5229	790
2007	13.967468175388	5656	790
2007	6.120709692414	12907	790
2007	52.042160737812	1518	790
2007	10.130802769941	7798	790
2007	17.298007444712	4567	790
2007	7.042881340821	11217	790
2007	49.12935323383	1608	790
2007	52.387267904509	1508	790
2007	30.871434153966	2559	790
2007	22.610188895248	3494	790
2007	113.018597997138	699	790
2007	23.596176821983	3348	790
2007	17.051586445067	4633	790
2007	7.886592792253	10017	790
2007	26.167605167273	3019	790
2007	16.621081422259	4753	790
2007	18.831942789034	4195	790
2007	7.042881340821	11217	790
2007	6.760804450149	11685	790
2007	25.595417545975	6634	1698
2007	32.472748135398	5229	1698
2007	30.021216407355	5656	1698
2007	13.155651971798	12907	1698
2007	111.857707509881	1518	1698
2007	21.774814054885	7798	1698
2007	37.179767900153	4567	1698
2007	15.137737362931	11217	1698
2007	105.597014925373	1608	1698
2007	112.599469496021	1508	1698
2007	66.354044548651	2559	1698
2007	48.597595878649	3494	1698
2007	242.918454935622	699	1698
2007	50.716845878136	3348	1698
2007	36.650118713576	4633	1698
2007	16.951182988918	10017	1698
2007	56.243789334216	3019	1698
2007	35.724805386071	4753	1698
2007	40.476758045292	4195	1698
2007	15.137737362931	11217	1698
2007	14.531450577663	11685	1698
2007	5.54718118782	6634	368
2007	7.037674507554	5229	368
2007	6.506364922206	5656	368
2007	2.851166033935	12907	368
2007	24.242424242424	1518	368
2007	4.719158758656	7798	368
2007	8.057805999562	4567	368
2007	3.280734599268	11217	368
2007	22.885572139303	1608	368
2007	24.403183023872	1508	368
2007	14.380617428683	2559	368
2007	10.532341156267	3494	368
2007	52.646638054363	699	368
2007	10.991636798088	3348	368
2007	7.943017483272	4633	368
2007	3.67375461715	10017	368
2007	12.189466710831	3019	368
2007	7.742478434672	4753	368
2007	8.772348033373	4195	368
2007	3.280734599268	11217	368
2007	3.149336756525	11685	368
2007	20.440156768164	6634	1356
2007	25.932300631095	5229	1356
2007	23.974540311173	5656	1356
2007	10.505927016347	12907	1356
2007	89.328063241106	1518	1356
2007	17.389074121569	7798	1356
2007	29.691263411429	4567	1356
2007	12.088793795132	11217	1356
2007	84.328358208955	1608	1356
2007	89.920424403183	1508	1356
2007	52.989449003516	2559	1356
2007	38.809387521465	3494	1356
2007	193.991416309012	699	1356
2007	40.501792114695	3348	1356
2007	29.268292682926	4633	1356
2007	13.536987121892	10017	1356
2007	44.915534945346	3019	1356
2007	28.529349884283	4753	1356
2007	32.324195470798	4195	1356
2007	12.088793795132	11217	1356
2007	11.60462130937	11685	1356
2007	17.968043412722	6634	1192
2007	22.795945687511	5229	1192
2007	21.074964639321	5656	1192
2007	9.235298675137	12907	1192
2007	78.524374176548	1518	1192
2007	15.285970761733	7798	1192
2007	26.100284650755	4567	1192
2007	10.626727288936	11217	1192
2007	74.12935323383	1608	1192
2007	79.045092838196	1508	1192
2007	46.580695584212	2559	1192
2007	34.11562678878	3494	1192
2007	170.529327610872	699	1192
2007	35.603345280764	3348	1192
2007	25.728469674077	4633	1192
2007	11.899770390336	10017	1192
2007	39.483272606823	3019	1192
2007	25.078897538396	4753	1192
2007	28.414779499404	4195	1192
2007	10.626727288936	11217	1192
2007	10.201112537441	11685	1192
2007	21.615917998191	6634	1434
2007	27.423981640849	5229	1434
2007	25.35360678925	5656	1434
2007	11.110250251801	12907	1434
2007	94.466403162055	1518	1434
2007	18.389330597589	7798	1434
2007	31.399167943945	4567	1434
2007	12.784166889542	11217	1434
2007	89.179104477611	1608	1434
2007	95.092838196286	1508	1434
2007	56.037514654161	2559	1434
2007	41.041785918717	3494	1434
2007	205.150214592274	699	1434
2007	42.831541218637	3348	1434
2007	30.951867040794	4633	1434
2007	14.315663372267	10017	1434
2007	47.499171911228	3019	1434
2007	30.170418682937	4753	1434
2007	34.183551847437	4195	1434
2007	12.784166889542	11217	1434
2007	12.272143774069	11685	1434
2007	42.809767862526	6634	2840
2007	54.312488047427	5229	2840
2007	50.21216407355	5656	2840
2007	22.003563957542	12907	2840
2007	187.088274044795	1518	2840
2007	36.419594767889	7798	2840
2007	62.185241953142	4567	2840
2007	25.318712668271	11217	2840
2007	176.616915422885	1608	2840
2007	188.328912466843	1508	2840
2007	110.980851895271	2559	2840
