Jahr	Innenstadt	Am Ring West	St. Alban Breite	St. Johann	Gundeldingen	Bruderholz	Unteress Kleinbasel	Oberes Kleinbasel	Riehen Bettingen	Basel-Stadt
2003	97.222222222222	96.446700507614	93.877551020408	95.495495495495	94.890510948905	95.348837209302	92.613636363636	97.122302158273	99.137931034482	95.983935742971
2005	98.936170212765	95.936794582392	96.666666666666	94.782608695652	97.560975609756	97.802197802197	93.922651933701	88.59649122807	100	96.090125911199
2007	95	96.543209876543	95.031055900621	97.321428571428	96.062992125984	93.023255813953	93.264248704663	98.518518518518	97.560975609756	96.010638297872
2011	95.522388059701	97.465437788018	97.674418604651	99.019607843137	98.333333333333	97.894736842105	98.351648351648	99.099099099099	99.567099567099	98.150594451783
2015	98.529411764705	98.058252427184	98.136645962732	95.833333333333	98.373983739837	93.577981651376	94.594594594594	96.899224806201	98.695652173913	97.266666666666
