	Exporte BS	Exporte BL	Exporte JU	Exporte BS/BL/JU	Exporte CH	Importe BS	Importe BL	Importe JU	Importe BS/BL/JU	Importe CH
2014	100	100	100	100	100	100	100	100	100	100
2015	94.74431813	120.3703308	94.23791891	108.1432968	97.38983832	93.78853131	97.67591758	94.39236149	96.53481522	93.16223298
2016	101.8859803	135.77481	100.664747	119.592326	101.0153314	168.0690325	122.5717149	89.90733989	131.6966683	97.16547098
2017	109.0231694	157.3756714	119.3694135	134.5710683	105.8673231	159.2504222	131.7157639	97.79826992	136.3962039	104.0139393
2018	107.2767107	188.676187	130.196302	150.4150634	111.9346741	175.3627392	146.4233599	106.8642001	151.1098457	113.0142834

