Jahr	Sehr gut	Eher gut	Eher nicht so gut	Gar nicht gut	keine Angaben
2003 (N=1497)	20.975283901135	61.857047428189	14.161656646626	2.070808283233	0.935203740814
2005 (N=782)	18.542199488491	65.601023017902	12.787723785166	2.685421994884	0.383631713554
2007 (N=762)	19.816272965879	65.485564304461	12.860892388451	1.574803149606	0.262467191601
2011 (N=1009)	31.516352824578	55.698711595639	9.613478691774	2.874132804757	0.29732408325
2015 (N=1001)	31.268731268731	58.441558441558	8.691308691308	1.098901098901	0.4995004995
