Kanton 2018	
BS	149.4544167
ZH	120.5
BE	76.6
LU	89
UR	70.1
SZ	172.4
OW	119.3
NW	159.5
GL	71.2
ZG	247.7
FR	79.9
SO	73
BL	96.8
SH	91.7
AR	85.3
IR	88.8
SG	78.8
GR	83.3
AG	83.8
TG	78.4
TI	97.1
WA 	99.6
VS	66.1
NE	90.5
GE	145.3
JU	65.2
CH	100

	
