Jahr	Sehr positiv	Eher positiv	Eher negativ	Sehr negativ	keine Angaben
2003 (N=1497)	26.052104208416	41.349365397461	11.756847027388	4.208416833667	16.633266533066
2005 (N=1510)	25.364238410596	44.304635761589	8.807947019867	4.304635761589	17.218543046357
2007 (N=1509)	22.133863485752	42.279655400927	10.735586481113	3.843605036447	21.007289595758
2011 (N=1516)	33.047493403693	44.459102902374	8.839050131926	2.176781002638	11.477572559366
2015 (N=1506)	31.142098273572	42.629482071713	8.83134130146	3.120849933598	14.276228419654
